Data,Godzina,RCE
20230427,6,545.37
20230427,7,588.25
20230427,8,615.07
20230427,9,587.84
20230427,10,534.03
20230427,11,515.6
20230427,12,515.6
20230427,13,504.12
20230427,14,499.85
20230427,15,479.16
20230427,16,475.47
20230427,17,490.92
20230427,18,540.7
20230427,19,595.27
20230427,20,687.37
20230427,21,720.32
20230427,22,642.53
20230427,23,592.28
20230427,24,527.11
20230428,1,558.78
20230428,2,554.07
20230428,3,555.37
20230428,4,550.08
20230428,5,560.08
20230428,6,567.75
20230428,7,587.95
20230428,8,603.08
20230428,9,590.19
20230428,10,564.12
20230428,11,504.03
20230428,12,502.09
20230428,13,520.43
20230428,14,512.15
20230428,15,506.45
20230428,16,548.73
20230428,17,567.28
20230428,18,567.49
20230428,19,555.81
20230428,20,615.94
20230428,21,644.43
20230428,22,587.59
20230428,23,561.27
20230428,24,535.65
20230429,1,555.01
20230429,2,544.76
20230429,3,540.89
20230429,4,547.12
20230429,5,550.25
20230429,6,550.43
20230429,7,555.15
20230429,8,563.38
20230429,9,562.21
20230429,10,569.24
20230429,11,574.75
20230429,12,571.74
20230429,13,570.69
20230429,14,571.39
20230429,15,569.69
20230429,16,566.42
20230429,17,566.46
20230429,18,569.83
20230429,19,542.53
20230429,20,579.75
20230429,21,625.78
20230429,22,594.79
20230429,23,560.37
20230429,24,554.01
20230430,1,457.44
20230430,2,433.86
20230430,3,417.12
20230430,4,412.78
20230430,5,413.41
20230430,6,415.47
20230430,7,415.4
20230430,8,393.96
20230430,9,355.62
20230430,10,243.43
20230430,11,142.21
20230430,12,131.67
20230430,13,85.14
20230430,14,80.63
20230430,15,77.83
20230430,16,92.81
20230430,17,160.1
20230430,18,431.95
20230430,19,556.71
20230430,20,565.4
20230430,21,574.68
20230430,22,567.05
20230430,23,545.33
20230430,24,510.65
20230501,1,474.64
20230501,2,439.59
20230501,3,420.44
20230501,4,411.61
20230501,5,411.45
20230501,6,413.39
20230501,7,407.36
20230501,8,374.21
20230501,9,314.97
20230501,10,229.95
20230501,11,177.21
20230501,12,122.27
20230501,13,117.01
20230501,14,103.11
20230501,15,98.14
20230501,16,137.26
20230501,17,261.06
20230501,18,405.84
20230501,19,507.85
20230501,20,554.86
20230501,21,560.36
20230501,22,538.94
20230501,23,500.44
20230501,24,463.91
20230502,1,425.46
20230502,2,378.09
20230502,3,360.5
20230502,4,346.8
20230502,5,354.73
20230502,6,396.98
20230502,7,489.44
20230502,8,541.24
20230502,9,564.07
20230502,10,513.82
20230502,11,479.34
20230502,12,458.9
20230502,13,446.2
20230502,14,451.88
20230502,15,457.96
20230502,16,428.08
20230502,17,425.69
20230502,18,461.4
20230502,19,545.86
20230502,20,581.13
20230502,21,626.48
20230502,22,591.79
20230502,23,569.88
20230502,24,527.13
20230503,1,527.91
20230503,2,488.66
20230503,3,481.21
20230503,4,490.68
20230503,5,491.06
20230503,6,488.04
20230503,7,551.53
20230503,8,583.04
20230503,9,557.19
20230503,10,482.91
20230503,11,422.44
20230503,12,391.86
20230503,13,374.38
20230503,14,365.19
20230503,15,371.72
20230503,16,381.9
20230503,17,448.61
20230503,18,468.48
20230503,19,558.51
20230503,20,609.29
20230503,21,683.11
20230503,22,598.01
20230503,23,561.99
20230503,24,535.04
20230504,1,542.24
20230504,2,532.35
20230504,3,532.28
20230504,4,533.01
20230504,5,546.06
20230504,6,553.21
20230504,7,592.91
20230504,8,592.79
20230504,9,556.92
20230504,10,486.55
20230504,11,423.28
20230504,12,376.96
20230504,13,375.41
20230504,14,380.01
20230504,15,394.44
20230504,16,420.11
20230504,17,462.43
20230504,18,537.92
20230504,19,594.98
20230504,20,635.7
20230504,21,684.2
20230504,22,597.94
20230504,23,558.94
20230504,24,506.49
20230505,1,513.44
20230505,2,515.5
20230505,3,517.76
20230505,4,512.84
20230505,5,519.2
20230505,6,511.31
20230505,7,544.46
20230505,8,538.32
20230505,9,520.27
20230505,10,449.17
20230505,11,402.62
20230505,12,375.44
20230505,13,360.73
20230505,14,356.19
20230505,15,352.4
20230505,16,357.86
20230505,17,408.64
20230505,18,462.03
20230505,19,540.22
20230505,20,558.15
20230505,21,562.6
20230505,22,552.54
20230505,23,530.01
20230505,24,473.15
20230506,1,457.66
20230506,2,427.97
20230506,3,413.9
20230506,4,406.26
20230506,5,403.57
20230506,6,407.39
20230506,7,429.2
20230506,8,445.03
20230506,9,431.97
20230506,10,415.32
20230506,11,403.45
20230506,12,422.6
20230506,13,421.87
20230506,14,425.88
20230506,15,426.18
20230506,16,442.23
20230506,17,462.12
20230506,18,499.89
20230506,19,504.55
20230506,20,528.87
20230506,21,537.99
20230506,22,517.95
20230506,23,479.84
20230506,24,443.0
20230507,1,430.17
20230507,2,410.44
20230507,3,387.22
20230507,4,388.37
20230507,5,387.68
20230507,6,377.97
20230507,7,379.47
20230507,8,379.73
20230507,9,377.97
20230507,10,335.42
20230507,11,293.25
20230507,12,248.22
20230507,13,234.29
20230507,14,234.27
20230507,15,234.21
20230507,16,250.04
20230507,17,304.82
20230507,18,429.63
20230507,19,439.25
20230507,20,484.88
20230507,21,503.26
20230507,22,485.12
20230507,23,461.37
20230507,24,440.37
20230508,1,476.02
20230508,2,465.98
20230508,3,465.86
20230508,4,476.14
20230508,5,494.91
20230508,6,516.19
20230508,7,548.61
20230508,8,557.63
20230508,9,536.45
20230508,10,475.24
20230508,11,398.88
20230508,12,364.88
20230508,13,363.25
20230508,14,359.03
20230508,15,371.11
20230508,16,429.14
20230508,17,474.83
20230508,18,545.42
20230508,19,564.07
20230508,20,593.37
20230508,21,610.75
20230508,22,562.35
20230508,23,523.05
20230508,24,459.0
20230509,1,501.39
20230509,2,470.1
20230509,3,470.05
20230509,4,470.2
20230509,5,481.61
20230509,6,491.54
20230509,7,527.44
20230509,8,537.53
20230509,9,514.7
20230509,10,447.61
20230509,11,370.42
20230509,12,323.35
20230509,13,297.55
20230509,14,274.39
20230509,15,283.72
20230509,16,345.92
20230509,17,378.51
20230509,18,455.57
20230509,19,529.68
20230509,20,553.27
20230509,21,561.46
20230509,22,527.23
20230509,23,493.25
20230509,24,432.73
20230510,1,420.2
20230510,2,395.86
20230510,3,383.53
20230510,4,378.1
20230510,5,385.58
20230510,6,413.8
20230510,7,449.9
20230510,8,447.13
20230510,9,428.19
20230510,10,426.01
20230510,11,370.12
20230510,12,289.41
20230510,13,287.06
20230510,14,297.99
20230510,15,301.73
20230510,16,336.85
20230510,17,401.39
20230510,18,473.41
20230510,19,538.6
20230510,20,551.82
20230510,21,549.89
20230510,22,544.35
20230510,23,531.72
20230510,24,467.73
20230511,1,442.17
20230511,2,433.37
20230511,3,429.74
20230511,4,430.99
20230511,5,433.92
20230511,6,455.18
20230511,7,495.87
20230511,8,496.47
20230511,9,466.03
20230511,10,472.73
20230511,11,358.41
20230511,12,352.28
20230511,13,353.84
20230511,14,385.63
20230511,15,396.65
20230511,16,399.81
20230511,17,450.77
20230511,18,534.08
20230511,19,558.1
20230511,20,564.43
20230511,21,585.66
20230511,22,558.93
20230511,23,519.67
20230511,24,453.99
20230512,1,443.56
20230512,2,430.21
20230512,3,427.42
20230512,4,427.76
20230512,5,429.79
20230512,6,435.08
20230512,7,493.11
20230512,8,521.2
20230512,9,480.56
20230512,10,472.34
20230512,11,381.05
20230512,12,329.33
20230512,13,296.38
20230512,14,294.32
20230512,15,291.26
20230512,16,309.75
20230512,17,375.73
20230512,18,433.77
20230512,19,506.86
20230512,20,565.1
20230512,21,572.25
20230512,22,552.99
20230512,23,500.81
20230512,24,450.61
20230513,1,487.38
20230513,2,469.0
20230513,3,458.99
20230513,4,458.67
20230513,5,459.42
20230513,6,440.34
20230513,7,460.55
20230513,8,456.96
20230513,9,441.19
20230513,10,414.66
20230513,11,330.25
20230513,12,259.07
20230513,13,248.18
20230513,14,248.24
20230513,15,261.26
20230513,16,343.47
20230513,17,422.89
20230513,18,514.99
20230513,19,543.45
20230513,20,546.76
20230513,21,559.38
20230513,22,546.82
20230513,23,524.59
20230513,24,493.63
20230514,1,471.58
20230514,2,462.28
20230514,3,464.5
20230514,4,466.53
20230514,5,446.82
20230514,6,435.63
20230514,7,431.69
20230514,8,398.36
20230514,9,351.21
20230514,10,246.56
20230514,11,114.01
20230514,12,67.31
20230514,13,64.87
20230514,14,64.49
20230514,15,64.58
20230514,16,126.65
20230514,17,262.82
20230514,18,415.27
20230514,19,494.25
20230514,20,540.36
20230514,21,570.69
20230514,22,552.47
20230514,23,535.94
20230514,24,496.32
20230515,1,492.0
20230515,2,477.48
20230515,3,477.95
20230515,4,472.61
20230515,5,484.02
20230515,6,507.98
20230515,7,597.94
20230515,8,695.17
20230515,9,668.54
20230515,10,579.78
20230515,11,576.68
20230515,12,565.73
20230515,13,554.0
20230515,14,552.87
20230515,15,553.87
20230515,16,574.12
20230515,17,577.28
20230515,18,577.43
20230515,19,588.54
20230515,20,656.5
20230515,21,737.46
20230515,22,641.76
20230515,23,571.43
20230515,24,516.01
20230516,1,544.82
20230516,2,527.48
20230516,3,520.43
20230516,4,516.91
20230516,5,520.3
20230516,6,525.23
20230516,7,551.51
20230516,8,554.33
20230516,9,551.37
20230516,10,521.58
20230516,11,421.16
20230516,12,442.45
20230516,13,436.01
20230516,14,472.64
20230516,15,529.98
20230516,16,558.67
20230516,17,545.63
20230516,18,570.23
20230516,19,642.8
20230516,20,737.52
20230516,21,750.5
20230516,22,716.4
20230516,23,567.26
20230516,24,517.03
20230517,1,517.11
20230517,2,501.34
20230517,3,500.24
20230517,4,500.82
20230517,5,500.7
20230517,6,509.55
20230517,7,541.86
20230517,8,564.97
20230517,9,553.62
20230517,10,555.39
20230517,11,546.5
20230517,12,554.71
20230517,13,553.68
20230517,14,553.61
20230517,15,550.71
20230517,16,553.58
20230517,17,550.0
20230517,18,542.8
20230517,19,540.92
20230517,20,626.9
20230517,21,713.12
20230517,22,671.63
20230517,23,543.52
20230517,24,541.59
20230518,1,528.59
20230518,2,524.0
20230518,3,523.04
20230518,4,524.55
20230518,5,529.07
20230518,6,537.8
20230518,7,573.46
20230518,8,613.17
20230518,9,580.55
20230518,10,572.16
20230518,11,567.53
20230518,12,556.85
20230518,13,569.22
20230518,14,569.22
20230518,15,560.35
20230518,16,558.78
20230518,17,569.74
20230518,18,576.04
20230518,19,587.55
20230518,20,637.6
20230518,21,692.38
20230518,22,595.8
20230518,23,569.24
20230518,24,521.57
20230519,1,547.93
20230519,2,553.46
20230519,3,553.82
20230519,4,555.68
20230519,5,556.71
20230519,6,556.37
20230519,7,628.58
20230519,8,696.19
20230519,9,682.62
20230519,10,624.15
20230519,11,574.75
20230519,12,620.86
20230519,13,612.4
20230519,14,600.31
20230519,15,587.54
20230519,16,574.49
20230519,17,570.99
20230519,18,542.49
20230519,19,581.59
20230519,20,670.06
20230519,21,739.63
20230519,22,644.41
20230519,23,557.87
20230519,24,550.0
20230520,1,531.76
20230520,2,502.36
20230520,3,500.87
20230520,4,499.96
20230520,5,493.24
20230520,6,483.51
20230520,7,505.38
20230520,8,529.5
20230520,9,542.07
20230520,10,534.37
20230520,11,479.01
20230520,12,456.54
20230520,13,427.47
20230520,14,419.48
20230520,15,419.35
20230520,16,420.16
20230520,17,467.86
20230520,18,509.34
20230520,19,540.04
20230520,20,558.78
20230520,21,563.49
20230520,22,557.81
20230520,23,533.42
20230520,24,498.64
20230521,1,449.83
20230521,2,421.06
20230521,3,419.7
20230521,4,419.58
20230521,5,417.63
20230521,6,404.94
20230521,7,390.33
20230521,8,372.4
20230521,9,311.23
20230521,10,165.75
20230521,11,86.8
20230521,12,59.1
20230521,13,46.83
20230521,14,56.23
20230521,15,60.42
20230521,16,99.96
20230521,17,163.34
20230521,18,387.7
20230521,19,483.85
20230521,20,494.64
20230521,21,500.54
20230521,22,479.8
20230521,23,450.69
20230521,24,436.59
20230522,1,453.22
20230522,2,453.1
20230522,3,461.69
20230522,4,488.3
20230522,5,487.54
20230522,6,495.34
20230522,7,566.05
20230522,8,577.49
20230522,9,571.47
20230522,10,529.01
20230522,11,442.23
20230522,12,445.65
20230522,13,424.94
20230522,14,425.32
20230522,15,489.97
20230522,16,503.07
20230522,17,549.89
20230522,18,567.95
20230522,19,572.65
20230522,20,671.71
20230522,21,702.85
20230522,22,650.23
20230522,23,569.45
20230522,24,535.89
20230523,1,511.43
20230523,2,509.25
20230523,3,515.3
20230523,4,514.97
20230523,5,496.4
20230523,6,496.13
20230523,7,557.33
20230523,8,559.49
20230523,9,555.54
20230523,10,539.57
20230523,11,498.95
20230523,12,499.05
20230523,13,499.89
20230523,14,502.35
20230523,15,531.46
20230523,16,558.02
20230523,17,562.44
20230523,18,587.51
20230523,19,673.1
20230523,20,726.07
20230523,21,745.57
20230523,22,683.02
20230523,23,569.08
20230523,24,539.92
20230524,1,526.83
20230524,2,520.22
20230524,3,521.77
20230524,4,521.5
20230524,5,515.73
20230524,6,520.08
20230524,7,570.11
20230524,8,655.85
20230524,9,665.69
20230524,10,635.59
20230524,11,585.08
20230524,12,584.77
20230524,13,582.37
20230524,14,576.49
20230524,15,561.3
20230524,16,570.68
20230524,17,581.28
20230524,18,666.44
20230524,19,741.43
20230524,20,770.02
20230524,21,803.73
20230524,22,770.19
20230524,23,695.26
20230524,24,542.32
20230525,1,510.82
20230525,2,506.75
20230525,3,502.17
20230525,4,502.57
20230525,5,500.01
20230525,6,499.91
20230525,7,591.75
20230525,8,679.04
20230525,9,698.34
20230525,10,565.97
20230525,11,542.35
20230525,12,541.36
20230525,13,539.18
20230525,14,539.07
20230525,15,538.97
20230525,16,543.0
20230525,17,577.04
20230525,18,608.73
20230525,19,729.84
20230525,20,749.58
20230525,21,765.34
20230525,22,735.27
20230525,23,577.64
20230525,24,522.96
20230526,1,481.72
20230526,2,482.42
20230526,3,488.08
20230526,4,487.94
20230526,5,487.71
20230526,6,482.24
20230526,7,540.42
20230526,8,567.37
20230526,9,550.29
20230526,10,511.2
20230526,11,380.93
20230526,12,353.64
20230526,13,350.08
20230526,14,349.07
20230526,15,345.86
20230526,16,374.44
20230526,17,443.25
20230526,18,531.68
20230526,19,638.97
20230526,20,720.1
20230526,21,733.51
20230526,22,712.97
20230526,23,523.67
20230526,24,481.97
20230527,1,458.46
20230527,2,461.25
20230527,3,471.7
20230527,4,470.4
20230527,5,467.79
20230527,6,457.05
20230527,7,501.24
20230527,8,502.78
20230527,9,482.98
20230527,10,355.94
20230527,11,312.01
20230527,12,277.56
20230527,13,246.78
20230527,14,246.58
20230527,15,250.46
20230527,16,300.43
20230527,17,426.82
20230527,18,501.68
20230527,19,562.44
20230527,20,617.88
20230527,21,647.47
20230527,22,599.3
20230527,23,506.47
20230527,24,467.26
20230528,1,424.46
20230528,2,406.44
20230528,3,391.62
20230528,4,386.85
20230528,5,383.07
20230528,6,355.31
20230528,7,347.3
20230528,8,317.94
20230528,9,199.93
20230528,10,67.01
20230528,11,50.08
20230528,12,44.26
20230528,13,29.96
20230528,14,44.69
20230528,15,46.13
20230528,16,78.11
20230528,17,158.68
20230528,18,397.46
20230528,19,475.1
20230528,20,490.96
20230528,21,503.24
20230528,22,492.34
20230528,23,437.73
20230528,24,386.73
20230529,1,468.85
20230529,2,470.47
20230529,3,473.08
20230529,4,472.91
20230529,5,472.73
20230529,6,463.23
20230529,7,550.95
20230529,8,570.63
20230529,9,544.38
20230529,10,487.19
20230529,11,415.1
20230529,12,402.5
20230529,13,405.78
20230529,14,434.58
20230529,15,452.63
20230529,16,475.52
20230529,17,513.53
20230529,18,573.89
20230529,19,677.22
20230529,20,698.68
20230529,21,705.78
20230529,22,687.6
20230529,23,518.02
20230529,24,428.6
20230530,1,480.63
20230530,2,404.99
20230530,3,411.16
20230530,4,431.61
20230530,5,413.66
20230530,6,431.11
20230530,7,536.29
20230530,8,590.08
20230530,9,558.03
20230530,10,489.6
20230530,11,435.33
20230530,12,419.69
20230530,13,405.39
20230530,14,418.89
20230530,15,427.78
20230530,16,478.25
20230530,17,485.7
20230530,18,508.24
20230530,19,606.73
20230530,20,671.6
20230530,21,700.01
20230530,22,667.32
20230530,23,571.81
20230530,24,497.79
20230531,1,473.69
20230531,2,448.19
20230531,3,426.57
20230531,4,439.92
20230531,5,427.49
20230531,6,444.23
20230531,7,566.96
20230531,8,616.15
20230531,9,583.39
20230531,10,494.83
20230531,11,401.77
20230531,12,372.74
20230531,13,353.43
20230531,14,351.5
20230531,15,370.47
20230531,16,426.57
20230531,17,477.86
20230531,18,540.86
20230531,19,616.86
20230531,20,682.06
20230531,21,685.75
20230531,22,682.23
20230531,23,655.77
20230531,24,528.65
20230601,1,428.86
20230601,2,402.91
20230601,3,402.07
20230601,4,407.69
20230601,5,396.76
20230601,6,392.28
20230601,7,475.69
20230601,8,517.22
20230601,9,487.15
20230601,10,384.01
20230601,11,288.0
20230601,12,253.65
20230601,13,253.0
20230601,14,253.6
20230601,15,260.2
20230601,16,342.68
20230601,17,460.22
20230601,18,478.77
20230601,19,586.42
20230601,20,610.29
20230601,21,629.62
20230601,22,610.01
20230601,23,596.62
20230601,24,501.63
20230602,1,390.99
20230602,2,375.89
20230602,3,376.69
20230602,4,377.61
20230602,5,374.17
20230602,6,397.94
20230602,7,498.13
20230602,8,528.27
20230602,9,466.0
20230602,10,384.56
20230602,11,307.11
20230602,12,262.18
20230602,13,237.38
20230602,14,208.65
20230602,15,209.39
20230602,16,250.18
20230602,17,345.71
20230602,18,374.85
20230602,19,494.45
20230602,20,536.03
20230602,21,560.38
20230602,22,546.04
20230602,23,482.58
20230602,24,420.48
20230603,1,401.05
20230603,2,374.14
20230603,3,373.36
20230603,4,375.88
20230603,5,377.82
20230603,6,381.22
20230603,7,414.17
20230603,8,428.41
20230603,9,380.01
20230603,10,286.05
20230603,11,258.67
20230603,12,199.3
20230603,13,199.99
20230603,14,200.03
20230603,15,199.22
20230603,16,253.89
20230603,17,339.92
20230603,18,452.48
20230603,19,491.2
20230603,20,518.18
20230603,21,522.82
20230603,22,507.4
20230603,23,466.89
20230603,24,403.35
20230604,1,380.14
20230604,2,358.11
20230604,3,355.79
20230604,4,355.92
20230604,5,347.43
20230604,6,342.14
20230604,7,355.43
20230604,8,340.01
20230604,9,226.62
20230604,10,119.04
20230604,11,51.97
20230604,12,25.63
20230604,13,21.09
20230604,14,25.6
20230604,15,26.56
20230604,16,50.07
20230604,17,167.49
20230604,18,386.46
20230604,19,440.24
20230604,20,461.73
20230604,21,501.34
20230604,22,492.81
20230604,23,465.86
20230604,24,459.2
20230605,1,441.98
20230605,2,438.04
20230605,3,432.23
20230605,4,438.09
20230605,5,438.86
20230605,6,448.13
20230605,7,531.46
20230605,8,566.59
20230605,9,517.31
20230605,10,456.53
20230605,11,399.91
20230605,12,370.04
20230605,13,372.79
20230605,14,389.19
20230605,15,401.07
20230605,16,452.31
20230605,17,465.32
20230605,18,526.09
20230605,19,644.44
20230605,20,685.3
20230605,21,689.32
20230605,22,686.9
20230605,23,644.71
20230605,24,547.08
20230606,1,462.07
20230606,2,434.92
20230606,3,430.9
20230606,4,423.04
20230606,5,420.04
20230606,6,443.31
20230606,7,604.89
20230606,8,611.81
20230606,9,556.63
20230606,10,486.54
20230606,11,450.87
20230606,12,450.92
20230606,13,452.34
20230606,14,454.15
20230606,15,459.01
20230606,16,482.79
20230606,17,525.12
20230606,18,588.1
20230606,19,594.46
20230606,20,658.0
20230606,21,684.7
20230606,22,639.94
20230606,23,683.48
20230606,24,558.97
20230607,1,445.0
20230607,2,409.89
20230607,3,405.84
20230607,4,406.7
20230607,5,409.19
20230607,6,429.69
20230607,7,564.01
20230607,8,631.77
20230607,9,617.91
20230607,10,529.05
20230607,11,461.99
20230607,12,425.89
20230607,13,425.88
20230607,14,444.57
20230607,15,468.16
20230607,16,468.02
20230607,17,477.49
20230607,18,526.87
20230607,19,545.54
20230607,20,622.5
20230607,21,663.83
20230607,22,625.03
20230607,23,558.96
20230607,24,486.31
20230608,1,434.45
20230608,2,411.64
20230608,3,420.41
20230608,4,422.36
20230608,5,429.39
20230608,6,442.59
20230608,7,451.77
20230608,8,448.42
20230608,9,429.42
20230608,10,370.41
20230608,11,312.98
20230608,12,267.08
20230608,13,252.1
20230608,14,248.72
20230608,15,248.7
20230608,16,264.2
20230608,17,352.91
20230608,18,458.85
20230608,19,475.85
20230608,20,483.88
20230608,21,510.47
20230608,22,481.72
20230608,23,455.29
20230608,24,438.82
20230609,1,433.99
20230609,2,453.12
20230609,3,463.14
20230609,4,460.18
20230609,5,450.62
20230609,6,422.08
20230609,7,478.16
20230609,8,483.92
20230609,9,479.4
20230609,10,466.24
20230609,11,402.87
20230609,12,377.76
20230609,13,359.52
20230609,14,365.73
20230609,15,371.53
20230609,16,413.24
20230609,17,434.64
20230609,18,465.17
20230609,19,464.81
20230609,20,469.64
20230609,21,480.1
20230609,22,465.27
20230609,23,438.88
20230609,24,395.95
20230610,1,409.19
20230610,2,398.8
20230610,3,402.85
20230610,4,409.02
20230610,5,405.61
20230610,6,385.8
20230610,7,361.74
20230610,8,370.84
20230610,9,396.61
20230610,10,353.94
20230610,11,231.94
20230610,12,201.4
20230610,13,171.39
20230610,14,162.49
20230610,15,119.6
20230610,16,154.52
20230610,17,206.16
20230610,18,299.07
20230610,19,414.73
20230610,20,407.8
20230610,21,413.6
20230610,22,409.04
20230610,23,405.37
20230610,24,377.04
20230611,1,351.95
20230611,2,340.36
20230611,3,320.01
20230611,4,310.35
20230611,5,260.05
20230611,6,226.43
20230611,7,236.24
20230611,8,203.07
20230611,9,92.84
20230611,10,55.82
20230611,11,19.93
20230611,12,11.25
20230611,13,8.5
20230611,14,6.93
20230611,15,6.99
20230611,16,14.32
20230611,17,48.86
20230611,18,200.2
20230611,19,368.52
20230611,20,414.05
20230611,21,438.89
20230611,22,426.95
20230611,23,414.86
20230611,24,379.32
20230612,1,412.92
20230612,2,389.87
20230612,3,407.0
20230612,4,420.73
20230612,5,431.73
20230612,6,437.39
20230612,7,532.62
20230612,8,575.39
20230612,9,547.75
20230612,10,481.69
20230612,11,408.44
20230612,12,388.4
20230612,13,401.38
20230612,14,427.08
20230612,15,466.84
20230612,16,471.92
20230612,17,465.55
20230612,18,522.59
20230612,19,610.14
20230612,20,640.13
20230612,21,650.31
20230612,22,571.84
20230612,23,521.14
20230612,24,461.62
20230613,1,432.53
20230613,2,430.86
20230613,3,432.58
20230613,4,427.62
20230613,5,430.28
20230613,6,441.74
20230613,7,544.44
20230613,8,644.78
20230613,9,708.17
20230613,10,637.17
20230613,11,609.27
20230613,12,604.2
20230613,13,602.39
20230613,14,591.93
20230613,15,561.17
20230613,16,611.13
20230613,17,590.25
20230613,18,639.64
20230613,19,685.35
20230613,20,709.08
20230613,21,716.72
20230613,22,718.48
20230613,23,645.28
20230613,24,518.86
20230614,1,449.08
20230614,2,458.49
20230614,3,464.15
20230614,4,462.43
20230614,5,446.82
20230614,6,445.24
20230614,7,578.19
20230614,8,636.28
20230614,9,615.88
20230614,10,528.8
20230614,11,501.49
20230614,12,524.15
20230614,13,524.2
20230614,14,523.98
20230614,15,510.5
20230614,16,531.37
20230614,17,546.44
20230614,18,565.4
20230614,19,601.66
20230614,20,688.39
20230614,21,711.48
20230614,22,694.12
20230614,23,604.03
20230614,24,516.32
20230615,1,488.37
20230615,2,465.0
20230615,3,463.59
20230615,4,464.52
20230615,5,462.99
20230615,6,496.62
20230615,7,649.57
20230615,8,713.72
20230615,9,625.92
20230615,10,562.46
20230615,11,508.51
20230615,12,517.13
20230615,13,512.86
20230615,14,517.33
20230615,15,517.06
20230615,16,498.67
20230615,17,521.34
20230615,18,565.93
20230615,19,662.38
20230615,20,717.28
20230615,21,760.92
20230615,22,731.09
20230615,23,669.38
20230615,24,561.5
20230616,1,561.97
20230616,2,536.55
20230616,3,517.74
20230616,4,510.75
20230616,5,513.76
20230616,6,540.88
20230616,7,683.41
20230616,8,726.04
20230616,9,695.28
20230616,10,614.99
20230616,11,573.58
20230616,12,560.65
20230616,13,559.2
20230616,14,567.75
20230616,15,569.71
20230616,16,606.82
20230616,17,592.17
20230616,18,643.36
20230616,19,697.89
20230616,20,744.45
20230616,21,776.41
20230616,22,763.86
20230616,23,735.57
20230616,24,639.92
20230617,1,580.82
20230617,2,568.0
20230617,3,564.77
20230617,4,550.25
20230617,5,544.14
20230617,6,550.46
20230617,7,533.27
20230617,8,567.87
20230617,9,578.1
20230617,10,556.8
20230617,11,530.67
20230617,12,513.15
20230617,13,507.48
20230617,14,506.43
20230617,15,506.71
20230617,16,524.54
20230617,17,537.02
20230617,18,577.61
20230617,19,614.24
20230617,20,647.73
20230617,21,676.54
20230617,22,670.13
20230617,23,633.57
20230617,24,577.76
20230618,1,575.69
20230618,2,542.61
20230618,3,511.39
20230618,4,542.7
20230618,5,551.24
20230618,6,557.52
20230618,7,526.57
20230618,8,519.1
20230618,9,512.44
20230618,10,493.21
20230618,11,413.8
20230618,12,376.78
20230618,13,409.28
20230618,14,427.96
20230618,15,449.32
20230618,16,478.89
20230618,17,515.87
20230618,18,548.75
20230618,19,660.42
20230618,20,691.75
20230618,21,716.15
20230618,22,687.0
20230618,23,635.41
20230618,24,549.09
20230619,1,523.16
20230619,2,526.92
20230619,3,527.2
20230619,4,592.66
20230619,5,573.73
20230619,6,609.21
20230619,7,742.01
20230619,8,742.66
20230619,9,741.75
20230619,10,591.69
20230619,11,519.29
20230619,12,515.76
20230619,13,515.77
20230619,14,515.86
20230619,15,520.15
20230619,16,622.15
20230619,17,745.02
20230619,18,749.92
20230619,19,778.8
20230619,20,814.61
20230619,21,835.89
20230619,22,796.71
20230619,23,722.12
20230619,24,651.39
20230620,1,591.06
20230620,2,551.24
20230620,3,574.6
20230620,4,597.77
20230620,5,587.35
20230620,6,568.58
20230620,7,733.72
20230620,8,737.75
20230620,9,745.98
20230620,10,682.67
20230620,11,559.98
20230620,12,523.97
20230620,13,521.55
20230620,14,530.76
20230620,15,576.41
20230620,16,680.85
20230620,17,739.56
20230620,18,740.44
20230620,19,745.84
20230620,20,763.24
20230620,21,781.14
20230620,22,753.37
20230620,23,743.16
20230620,24,692.21
20230621,1,627.08
20230621,2,611.47
20230621,3,603.24
20230621,4,610.71
20230621,5,604.91
20230621,6,613.41
20230621,7,719.61
20230621,8,779.71
20230621,9,788.34
20230621,10,759.28
20230621,11,719.82
20230621,12,709.49
20230621,13,708.81
20230621,14,714.52
20230621,15,739.15
20230621,16,755.81
20230621,17,727.4
20230621,18,773.96
20230621,19,879.59
20230621,20,918.47
20230621,21,906.08
20230621,22,841.84
20230621,23,745.61
20230621,24,677.95
20230622,1,602.46
20230622,2,589.39
20230622,3,599.49
20230622,4,588.06
20230622,5,581.66
20230622,6,609.18
20230622,7,771.65
20230622,8,887.17
20230622,9,865.1
20230622,10,796.48
20230622,11,743.72
20230622,12,726.42
20230622,13,715.53
20230622,14,715.27
20230622,15,734.72
20230622,16,764.71
20230622,17,753.36
20230622,18,854.63
20230622,19,929.45
20230622,20,930.17
20230622,21,939.26
20230622,22,876.5
20230622,23,746.65
20230622,24,624.66
20230623,1,581.66
20230623,2,610.72
20230623,3,603.62
20230623,4,594.24
20230623,5,611.34
20230623,6,594.11
20230623,7,730.39
20230623,8,696.23
20230623,9,715.95
20230623,10,666.73
20230623,11,683.08
20230623,12,704.52
20230623,13,727.95
20230623,14,707.74
20230623,15,708.91
20230623,16,710.7
20230623,17,730.41
20230623,18,731.12
20230623,19,704.66
20230623,20,711.76
20230623,21,707.85
20230623,22,670.39
20230623,23,688.27
20230623,24,606.98
20230624,1,560.21
20230624,2,547.32
20230624,3,579.36
20230624,4,573.12
20230624,5,565.15
20230624,6,573.59
20230624,7,547.59
20230624,8,489.03
20230624,9,504.86
20230624,10,563.65
20230624,11,588.14
