Month,Actual Total Load [%] - BZN|PL
2023-01,9.087080148761345
2023-02,8.410361542494535
2023-03,8.963657611941942
2023-04,7.946352141464337
2023-05,7.777572246804495
2023-06,7.596796032677598
2023-07,7.853868019835769
2023-08,7.988062921616732
2023-09,7.898064637741826
2023-10,8.513015985550233
2023-11,8.810947463303114
2023-12,9.154221247808072
